period,obs,time,T_01,T_02,T_03,T_04,T_05,T_06,T_07,T_08,T_09,T_10,T_11,T_12,prec,A_init,W_init,E_init,N_init,H_init,A_in,W_in,E_in,N_in,H_in,size,A_obs,W_obs,E_obs,N_obs,A_unc,W_unc,E_unc,N_unc
63,1440,0.1780821917808219,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,477,68,48,407,0,0,0,0,0,0,0,437.92,47.84,33.120000000000005,401.12,36.800000000000004,9.200000000000001,18.400000000000002,36.800000000000004
63,1441,0.6958904109589041,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,477,68,48,407,0,0,0,0,0,0,0,412.996,41.924,33.004,404.076,35.68,8.92,17.84,35.68
63,1442,0.8493150684931506,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,477,68,48,407,0,0,0,0,0,0,0,395.40200000000004,29.890000000000004,29.036,399.672,34.160000000000004,8.540000000000001,17.080000000000002,34.160000000000004
63,1443,0.989041095890411,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,477,68,48,407,0,0,0,0,0,0,0,377.15999999999997,38.64,38.64,385.56,33.6,8.4,16.8,33.6
63,1444,1.158904109589041,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,477,68,48,407,0,0,0,0,0,0,0,354.09000000000003,50.468,26.862000000000002,382.58000000000004,32.56,8.14,16.28,32.56
63,1445,1.7287671232876711,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,477,68,48,407,0,0,0,0,0,0,0,315.462,38.073,26.418,397.047,31.080000000000002,7.7700000000000005,15.540000000000001,31.080000000000002
63,1446,1.8493150684931507,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,477,68,48,407,0,0,0,0,0,0,0,313.02,38.48,28.12,360.38,29.6,7.4,14.8,29.6
63,1447,2.0164383561643837,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,477,68,48,407,0,0,0,0,0,0,0,289.97999999999996,38.664,25.776,361.58,28.64,7.16,14.32,28.64
63,1448,2.1780821917808217,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,477,68,48,407,0,0,0,0,0,0,0,298.48900000000003,34.74100000000001,20.561000000000003,355.20900000000006,28.360000000000003,7.090000000000001,14.180000000000001,28.360000000000003
63,1449,2.6904109589041094,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,477,68,48,407,0,0,0,0,0,0,0,264.62,37.335,18.995,334.05,26.200000000000003,6.550000000000001,13.100000000000001,26.200000000000003
63,1450,2.8794520547945206,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,477,68,48,407,0,0,0,0,0,0,0,275.145,30.497999999999998,15.911999999999999,341.44499999999994,26.519999999999996,6.629999999999999,13.259999999999998,26.519999999999996
63,1451,3.0356164383561643,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,477,68,48,407,0,0,0,0,0,0,0,246.61999999999998,28.91,14.75,299.71999999999997,23.599999999999998,5.8999999999999995,11.799999999999999,23.599999999999998
63,1452,3.115068493150685,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,477,68,48,407,0,0,0,0,0,0,0,230.98200000000003,35.406000000000006,16.298000000000002,279.314,22.480000000000004,5.620000000000001,11.240000000000002,22.480000000000004
63,1453,3.7041095890410958,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,477,68,48,407,0,0,0,0,0,0,0,222.62999999999997,21.176999999999996,13.031999999999998,286.16099999999994,21.72,5.43,10.86,21.72
63,1454,4.032876712328767,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,477,68,48,407,0,0,0,0,0,0,0,202.935,17.115,12.714,256.236,19.56,4.89,9.78,19.56
64,1456,0.0821917808219178,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,494,83,53,370,0,0,0,0,0,0,0,479.478,51.81,44.274,366.43800000000005,37.68,9.42,18.84,37.68
64,1457,0.1780821917808219,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,494,83,53,370,0,0,0,0,0,0,0,431.81399999999996,42.81699999999999,44.638999999999996,391.72999999999996,36.44,9.11,18.22,36.44
64,1458,0.6958904109589041,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,494,83,53,370,0,0,0,0,0,0,0,420.39400000000006,47.196000000000005,35.834,370.576,34.96000000000001,8.740000000000002,17.480000000000004,34.96000000000001
64,1459,0.8493150684931506,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,494,83,53,370,0,0,0,0,0,0,0,396.111,39.527,46.254999999999995,359.10699999999997,33.64,8.41,16.82,33.64
64,1460,0.989041095890411,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,494,83,53,370,0,0,0,0,0,0,0,386.92499999999995,49.5,29.7,358.875,33,8.25,16.5,33
64,1461,1.158904109589041,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,494,83,53,370,0,0,0,0,0,0,0,348.48,35.64,43.56,364.32,31.68,7.92,15.84,31.68
64,1462,1.7287671232876711,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,494,83,53,370,0,0,0,0,0,0,0,327.42,34.425,28.305,374.85,30.6,7.65,15.3,30.6
64,1463,1.8493150684931507,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,494,83,53,370,0,0,0,0,0,0,0,313.74,32.121,38.844,362.295,29.88,7.47,14.94,29.88
64,1464,2.0164383561643837,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,494,83,53,370,0,0,0,0,0,0,0,296.07,40.47,24.849999999999998,348.60999999999996,28.4,7.1,14.2,28.4
64,1465,2.1780821917808217,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,494,83,53,370,0,0,0,0,0,0,0,283.584,35.616,20.16,332.64000000000004,26.880000000000003,6.720000000000001,13.440000000000001,26.880000000000003
64,1466,2.6904109589041094,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,494,83,53,370,0,0,0,0,0,0,0,266.89500000000004,36.904,19.77,335.43100000000004,26.36,6.59,13.18,26.36
64,1467,2.8794520547945206,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,494,83,53,370,0,0,0,0,0,0,0,263.90000000000003,27.3,20.8,338,26,6.5,13,26
64,1468,3.0356164383561643,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,494,83,53,370,0,0,0,0,0,0,0,247.79999999999998,27.139999999999997,17.11,297.95,23.599999999999998,5.8999999999999995,11.799999999999999,23.599999999999998
64,1469,3.115068493150685,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,494,83,53,370,0,0,0,0,0,0,0,241.164,27.918,17.82,307.098,23.759999999999998,5.9399999999999995,11.879999999999999,23.759999999999998
64,1470,3.7041095890410958,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,494,83,53,370,0,0,0,0,0,0,0,213.435,29.512,14.229000000000001,269.824,21.080000000000002,5.2700000000000005,10.540000000000001,21.080000000000002
64,1471,4.032876712328767,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,494,83,53,370,0,0,0,0,0,0,0,190.112,17.823,13.71,235.35500000000002,18.28,4.57,9.14,18.28
65,1473,0.0821917808219178,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,482,87,47,384,0,0,0,0,0,0,0,475.406,42.964000000000006,45.766000000000005,369.86400000000003,37.36,9.34,18.68,37.36
65,1474,0.1780821917808219,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,482,87,47,384,0,0,0,0,0,0,0,453.808,43.392,43.392,363.408,36.160000000000004,9.040000000000001,18.080000000000002,36.160000000000004
65,1475,0.6958904109589041,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,482,87,47,384,0,0,0,0,0,0,0,426.564,44.217,36.414,359.805,34.68,8.67,17.34,34.68
65,1476,0.8493150684931506,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,482,87,47,384,0,0,0,0,0,0,0,418.50000000000006,30.969,32.643,354.88800000000003,33.480000000000004,8.370000000000001,16.740000000000002,33.480000000000004
65,1477,0.989041095890411,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,482,87,47,384,0,0,0,0,0,0,0,387.36,38.736000000000004,35.508,345.396,32.28,8.07,16.14,32.28
65,1478,1.158904109589041,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,482,87,47,384,0,0,0,0,0,0,0,362.7,35.65,28.675,347.975,31,7.75,15.5,31
65,1479,1.7287671232876711,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,482,87,47,384,0,0,0,0,0,0,0,344.832,26.88,29.184,367.104,30.72,7.68,15.36,30.72
65,1480,1.8493150684931507,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,482,87,47,384,0,0,0,0,0,0,0,327.37700000000007,36.95,22.909000000000002,351.76400000000007,29.560000000000002,7.390000000000001,14.780000000000001,29.560000000000002
65,1481,2.0164383561643837,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,482,87,47,384,0,0,0,0,0,0,0,306.16200000000003,30.057000000000002,16.077,346.704,27.96,6.99,13.98,27.96
65,1482,2.1780821917808217,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,482,87,47,384,0,0,0,0,0,0,0,287.308,34.424,18.536,321.732,26.48,6.62,13.24,26.48
65,1483,2.6904109589041094,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,482,87,47,384,0,0,0,0,0,0,0,260.415,33.436,15.432,333.717,25.72,6.43,12.86,25.72
65,1484,2.8794520547945206,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,482,87,47,384,0,0,0,0,0,0,0,250.143,30.447,17.91,298.5,23.88,5.97,11.94,23.88
65,1485,3.0356164383561643,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,482,87,47,384,0,0,0,0,0,0,0,244.64800000000002,26.542,17.887,287.92300000000006,23.080000000000002,5.7700000000000005,11.540000000000001,23.080000000000002
65,1486,3.115068493150685,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,482,87,47,384,0,0,0,0,0,0,0,230.46399999999997,29.362,14.957999999999998,279.21599999999995,22.159999999999997,5.539999999999999,11.079999999999998,22.159999999999997
65,1487,3.7041095890410958,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,482,87,47,384,0,0,0,0,0,0,0,223.512,24.12,12.864,275.504,21.44,5.36,10.72,21.44
65,1488,4.032876712328767,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,482,87,47,384,0,0,0,0,0,0,0,205.911,19.539,13.527,262.023,20.04,5.01,10.02,20.04
